Cód. Perfil;Sigla;Nome Empresarial;CNPJ BÁSICO;CNPJ;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22;média
99192;HOSP ADVENTISTA MANAUS;ASSOCIACAO ADVENTISTA NORTE BRASILEIRA DE PREVENCAO E ASSISTENCIA A SAUDE;83367342;83.367.342/0007-67;369,08;344,868;376,028;357,105;396,341;383,596;427,848;451,07;;;;;388,24
99201;BRASIL TELE NORTE;OI S.A. - EM RECUPERACAO JUDICIAL;76535764;76.535.764/0001-43;1.745,70;1.599,19;1.720,25;1.676,11;1.738,25;1.681,52;1.740,47;1.748,02;;;;;1.706,19
99206;HOSPITAL BANDEIRANTES CL 514;HOSPITAL LEFORTE LIBERDADE S.A;21371777;21.371.777/0001-32;617,592;585,066;679,984;588,074;523,767;504,352;560,085;516,825;;;;;571,97
99207;CERAMICA RIGON;CERAMICA RIGON EIRELI;87904843;87.904.843/0001-09;97,718;93,981;90,499;76,927;85,363;22,464;87,598;80,074;;;;;79,33
99211;ORBI QUIMICA;ORBI QUIMICA S.A;7704914;07.704.914/0001-82;63,181;69,736;80,564;77,508;79,278;69,529;80,44;103,267;;;;;77,94
99216;ITPLAST;ITPLAST INDUSTRIA TUBETES PLASTICOS EIRELI;21206111;21.206.111/0001-29;0;0;0;0;0;0;132,753;123,983;;;;;32,09
99219;EVOLUTION CORPORATE CL 514;CONDOMINIO EVOLUTION CORPORATE;21345439;21.345.439/0001-26;304,674;262,674;324,785;285,191;260,131;223,339;257,703;234,215;;;;;269,09
99220;ALGAR TECNOLOGIA CL 514;ALGAR TECNOLOGIA E CONSULTORIA S.A.;21246699;21.246.699/0001-44;325,541;305,348;322,733;313,544;307,684;291,257;294,121;305,801;;;;;308,25
99221;SHOPPING BURITI MOGI CL 514;ASSOCIACAO SHOPPING BURITI MOGI;21153060;21.153.060/0001-14;516,776;472,313;553,854;445,626;338,276;318,805;343,458;319,549;;;;;413,58
99222;HARIBO CL 514;HARIBO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;21072669;21.072.669/0001-69;819,972;778,469;819,52;725,229;709,01;715,579;711,574;713,803;;;;;749,14
99223;SC BAY MARKET CL 514;ASSOCIACAO SHOPPING BAY MARKET CENTER;20739535;20.739.535/0001-96;455,882;435,86;503,784;432,505;400,21;326,262;361,857;342,247;;;;;407,33
99224;FM COMPONENTES CL 514;FEDERAL-MOGUL COMPONENTES DE MOTORES LTDA.;20697193;20.697.193/0001-99;730,442;765,686;917,858;877,026;924,448;942,628;960,632;1.032,99;;;;;893,96
99225;COOP VALE DO RIO DOCE CL 514;COOPERATIVA AGRO PECUARIA VALE DO RIO DOCE LTDA;20598645;20.598.645/0033-62;1.079,71;992,303;1.083,52;1.035,69;1.043,10;1.004,53;1.054,33;955,993;;;;;1.031,15
99226;BRAZILGLASS CL 514;J. MARQUES VIDROS PLANOS LTDA;20382746;20.382.746/0001-14;256,6;266,76;271,891;222,212;263,824;270,116;264,873;309,556;;;;;265,73
99227;SERRARIA MARQUES;SERRARIA MARQUES EIRELI;732120;00.732.120/0001-83;113,824;111,777;139,013;101,67;128,481;117,041;128,885;135,335;;;;;122
99232;PEDREIRA TRIANGULO;PEDREIRA TRIANGULO EXTRACAO E COMERCIALIZACAO DE PEDRAS LTDA;2081239;02.081.239/0001-69;100,292;84,832;85,839;61,007;78,987;80,204;88,341;99,729;;;;;84,9
99233;QUALITY TECIDOS;QUALITY BENEFICIADORA DE TECIDOS LTDA.;3580981;03.580.981/0001-81;104,516;97,508;119,753;95,848;116,816;104,531;107,629;119,739;;;;;108,29
99234;COAPIL;COOPERATIVA AGROPECUARIA MISTA DE PIRACANJUBA - COAPIL;2447928;02.447.928/0001-44;57,836;164,71;264,939;116,9;65,255;51,562;117,031;71,685;;;;;113,74
99238;BAGGIOPLAST;BAGGIOPLAST RECUPERACAO DE MATERIAIS PLASTICOS LTDA;5640377;05.640.377/0001-29;111,471;129,147;150,311;125,172;135,551;114,252;84,667;116,361;;;;;120,87
99239;MILHAO LIVRE;MILHAO INDUSTRIA E COMERCIO DE INGREDIENTES E CEREAIS LTDA;8647384;08.647.384/0001-40;1.125,22;1.028,13;1.218,31;1.200,52;1.329,33;1.366,09;1.308,18;1.152,55;;;;;1.216,04
99244;FIORI CL 514;KOHLER PRODUTOS PARA COZINHAS E BANHEIROS LTDA;20373585;20.373.585/0001-00;842,893;967,377;1.107,67;1.029,28;1.039,88;999,955;993,564;732,433;;;;;964,13
99245;HEADQUARTES II CL 514;CONDOMINIO SAO PAULO HEADQUARTERS II;20366208;20.366.208/0001-36;268,501;263,551;308,174;248,19;257,247;246,757;271,633;265,044;;;;;266,14
99247;MOLDIT;MOLDIT BRASIL LTDA.;5206031;05.206.031/0001-17;76,023;69,701;79,235;103,869;92,155;79,679;129,12;115,375;;;;;93,14
99250;FAZENDAO AGRONEGOCIO CARIRI;FAZENDAO INDUSTRIA E COMERCIO DE PRODUTOS AGROPECUARIOS LTDA;6697576;06.697.576/0001-36;15,788;118,053;259,267;156,191;48,986;63,039;26,028;18,393;;;;;88,22
99251;ACRILYS FILIAL;ACRILYS DO BRASIL LAMINADOS PLASTICOS LTDA;93831832;93.831.832/0002-11;68,243;65,224;103,77;82,097;96,624;107,501;110,716;142,949;;;;;97,14
99252;LUCAZA;LUCAZA INDUSTRIA E COMERCIO DE VIDROS EIRELI;91143784;91.143.784/0001-62;85,039;89,884;95,8;95,622;99,374;99,361;107,35;104,492;;;;;97,12
99253;SHOPPING ITABORAI PLAZA CL 514;SUBCONDOMINIO ITABORAI PLAZA;20042660;20.042.660/0001-42;533,644;464,108;558,952;459,074;388,169;320,102;342,614;348,01;;;;;426,83
99255;TPR BR CL 514;TPR INDUSTRIA DE PECAS AUTOMOTIVAS DO BRASIL LTDA.;19525966;19.525.966/0001-70;182,162;258,008;281,06;294,011;287,169;297,783;177,385;376,904;;;;;269,31
99256;GOIAS RENDERING CL 514;GOIAS RENDERING S/A;19357388;19.357.388/0001-00;450,096;451,655;471,741;388,237;400,554;346,964;365,841;367,685;;;;;405,35
99257;AGUA BRANCA CL 514;MINERADORA  AGUA BRANCA LTDA;19347955;19.347.955/0001-48;1.079,76;954,396;1.051,33;1.035,82;1.077,35;1.033,64;1.034,00;1.029,06;;;;;1.036,92
99258;MORUMBI CORPORATE CL;CONDOMINIO MORUMBI CORPORATE TOWERS;19328990;19.328.990/0001-10;1.117,70;1.026,59;1.211,29;1.086,84;1.082,32;1.009,70;1.075,31;1.124,55;;;;;1.091,79
99259;EOSP CL 514;ASSOCIACAO EDIFICIO ODEBRECHT SAO PAULO;18943327;18.943.327/0001-62;196,569;192,168;227,379;211,101;204,518;0;0;0;;;;;128,97
99260;NEOVIA CL 514;NEOVIA NUTRICAO E SAUDE ANIMAL LTDA.;18631739;18.631.739/0022-91;481,126;469,206;498,142;380,379;360,949;406,065;348,417;373,598;;;;;414,74
99261;NATURAFRIG CL;NATURAFRIG ALIMENTOS LTDA;18626084;18.626.084/0001-39;4.340,58;4.433,27;5.030,60;4.710,10;4.859,24;4.669,43;4.816,74;5.054,64;;;;;4.739,33
99262;OUTLET CATARINA CL 514;CONSORCIO CONDOMINIO CATARINA FASHION OUTLET;18626057;18.626.057/0001-66;945,23;895,737;1.030,21;813,371;611,774;544,394;607,715;584,465;;;;;754,11
99263;SHOPPING METROPOLITANO CL;METROPOLITANO ADMINISTRADORA LTDA;17799741;17.799.741/0001-87;612,737;533,085;635,254;587,083;530,275;450,594;508,404;510,074;;;;;545,94
99264;PLATINUM OUTLET CL 514;CONSORCIO EMPREENDEDOR DO IFASHION OUTLET NOVO HAMBURGO;17668429;17.668.429/0001-54;527,099;500,865;428,582;304,316;239,42;242,671;272,061;252,707;;;;;345,97
99266;PARECIS CL 514;PARECIS S/A;17536615;17.536.615/0001-30;178,811;531,464;517,138;443,035;489,809;446,781;541,139;331,476;;;;;434,96
99267;NUTRIDANI CL 514;EBC ALIMENTOS LTDA;17394378;17.394.378/0001-10;380,719;359,654;521,771;410,579;453,55;475,176;509,548;566,079;;;;;459,63
99269;NOVA A3;NOVA A3 INDUSTRIA E COMERCIO LTDA;4918341;04.918.341/0001-00;98,989;71,58;94,453;91,48;96,168;97,051;105,079;109,258;;;;;95,51
99270;ADUFERTIL;ADUFERTIL FERTILIZANTES LTDA.;44777951;44.777.951/0001-47;145,115;124,897;176,378;157,887;160,073;131,154;134,505;131,74;;;;;145,22
99274;SARAH NE;ASSOCIACAO DAS PIONEIRAS SOCIAIS;37113180;37.113.180/0001-28;609,204;588,584;646,458;624,586;641,692;597,938;614,718;630,494;;;;;619,21
99275;SUSPENSYS AXLES;CASTERTECH FUNDICAO E TECNOLOGIA LTDA;8304706;08.304.706/0001-59;1.543,85;1.668,69;1.897,28;1.579,80;1.645,62;1.521,54;1.593,88;1.720,01;;;;;1.646,33
99277;GVINAH;GVINAH INDUSTRIA E COMERCIO DE ALIMENTOS E PANIFICACAO LTDA;1585358;01.585.358/0002-77;454,35;381,124;411,741;385,025;409,086;383,805;381,609;343,1;;;;;393,73
99278;BRASIL PLAST;BRASIL PLAST LTDA;18052707;18.052.707/0001-07;103,392;131,289;148,372;138,02;174,779;187,015;170,11;165,352;;;;;152,29
99279;C CE UNIMED TATUI;UNIMED DE TATUI COOPERATIVA DE TRABALHO MEDICO;6037;00.006.037/0001-27;92,083;86,031;102,428;71,583;63,062;55,808;61,893;66,117;;;;;74,88
99280;ABC TEMPER VIDROS;AGUSTINI MATEUS DO ABC INDUSTRIA E COMERCIO DE VIDROS LTDA;27208273;27.208.273/0001-82;264,441;225,23;260,908;240,858;294,731;307,18;297,638;332,672;;;;;277,96
99281;FRANGO NUTRIBEM;FRANGO NUTRIBEM LTDA.;5107871;05.107.871/0001-22;1.043,85;1.031,24;1.219,92;1.048,51;1.122,08;1.121,57;1.106,99;1.166,53;;;;;1.107,59
99282;CONDOMINIO_LOG_RIO;CONDOMINIO LOG RIO;29857060;29.857.060/0001-07;263,651;246,996;274,694;250,31;245,863;236,834;234,325;230,242;;;;;247,86
99284;GDPACK;G.D. INDUSTRIA DE PLASTICOS LTDA;21226730;21.226.730/0001-85;63,455;92,813;109,116;79,158;39,96;4,867;2,323;2,324;;;;;49,25
99285;SINAGRO;SINAGRO PRODUTOS AGROPECUARIOS S.A;4294897;04.294.897/0001-64;303,67;656,387;372,407;210,705;206,594;387,825;237,792;154,307;;;;;316,21
99286;AMSTERDAN;AMSTERDAN-EMBALAGENS DE PLASTICOS LTDA;57216665;57.216.665/0001-54;48,356;55,057;71,23;70,257;81,18;70,449;76,222;83,304;;;;;69,51
99291;FOCKINK INDUSTRIA;FOCKINK INDUSTRIAS ELETRICAS LTDA;3021334;03.021.334/0001-30;195,425;180,764;195,858;171,174;192,687;194,706;170,047;186,475;;;;;185,89
99292;COMIGO-MATRIZ LIVRE;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO;2077618;02.077.618/0001-85;618,129;2.097,64;1.542,58;895,325;739,963;1.092,88;1.460,74;489,317;;;;;1.117,07
99294;NORONHA PESCADOS;NORONHA - INDUSTRIA E COMERCIO DE PESCADOS LTDA;8215522;08.215.522/0001-12;150,087;149,223;197,882;167,254;142,79;149,553;150,392;154,993;;;;;157,77
99298;LIDER MOVEIS;LIDER INDUSTRIA E COMERCIO DE MOVEIS EIRELI;13570153;13.570.153/0001-16;25,898;27,145;38,564;20,659;33,5;44,385;59,73;49,345;;;;;37,4
99299;UNIT;SOCIEDADE DE EDUCACAO TIRADENTES S.A;13013263;13.013.263/0001-87;274,593;340,188;399,117;351,159;372,343;261,323;220,851;349,324;;;;;321,11
99301;BARCELOS I1;BARCELOS & CIA LTDA;28598795;28.598.795/0001-09;280,824;267,823;294,069;270,571;280,996;266,625;284,375;277,609;;;;;277,86
99305;CEREALISTA RIO VERMELHO;CEREALISTA RIO VERMELHO LTDA;2756351;02.756.351/0001-52;43,843;43,817;49,146;43,59;54,521;55,48;58,556;61,186;;;;;51,27
99310;BADOTTI ALIMENTOS;BADOTTI ALIMENTOS S.A.;83853655;83.853.655/0001-30;249,625;216,869;228,799;198,64;194,03;187,397;201,484;194,323;;;;;208,9
99315;BRUMAZI;BRUMAZI EQUIPAMENTOS INDUSTRIAIS LTDA;60136249;60.136.249/0001-50;133,343;136,12;158,571;136,724;141,693;133,934;137,138;148,772;;;;;140,79
99317;SONDA - PATEO GUARULHOS;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;1937635;01.937.635/0001-82;125,476;119,744;136,97;118,634;89,907;71,646;67,975;61,655;;;;;99
99321;MORRO ESCURO;MINERACAO MORRO ESCURO LTDA;6251971;06.251.971/0001-90;11,628;4,98;28,775;62,397;109,177;115,967;116,103;71,295;;;;;65,04
99324;PROMETAL;PRO METAL BENEFICIAMENTO E CONSULTORIA LTDA;54627534;54.627.534/0001-71;94,618;96,436;101,929;88,406;97,383;102,806;99,175;102,091;;;;;97,86
99327;SOCICAM;SOCICAM ADMINISTRACAO PROJETOS E REPRESENTACOES LTDA;43217280;43.217.280/0001-05;566,714;511,75;585,793;528,481;498,105;475,989;510,382;499,047;;;;;522,03
99331;THERMOVAL;THERMOVAL INDUSTRIA DE VALVULAS LTDA;57633414;57.633.414/0001-75;177,201;179,698;211,315;199,271;194,761;175,254;176,725;185,127;;;;;187,42
99334;FRW;FRW TECNOLOGIA EM POLIMEROS EIRELI;33098092;33.098.092/0001-43;50,103;57,286;66;60,61;70,913;49,038;65,19;71,023;;;;;61,27
99335;FLABEG BRASIL;FLABEG BRASIL LTDA.;3887803;03.887.803/0001-06;131,9;120,91;151,4;149,565;186,691;184,766;162,064;161,652;;;;;156,12
99336;JURID CL;JURID DO BRASIL SISTEMAS AUTOMOTIVOS LTDA.;17310380;17.310.380/0001-63;508,431;530,472;560,148;492,427;473,565;474,27;490,476;466,23;;;;;499,5
99337;LEPERA CL 514;LEPERA INDUSTRIA PLASTICA - LTDA;17303095;17.303.095/0001-15;863,25;861,83;912,838;901,838;814,03;664,533;260,274;0;;;;;659,82
99338;INGLEZA CL;INGLEZA INDUSTRIA DE PRODUTOS DE LIMPEZA E COSMETICOS LTDA.;17245028;17.245.028/0001-91;536,039;744,969;943,74;743,81;865,858;836,943;922,663;861,413;;;;;806,93
99340;SHOP VIA VALE GARDEN CL 514;ASSOCIACAO DO VIA VALE GARDEN SHOPPING;16830406;16.830.406/0001-31;346,169;301,984;350,11;305,18;276,853;262,988;285,649;277,301;;;;;300,78
99341;CFM CL 514;COMPANHIA FABRIL MASCARENHAS;16718231;16.718.231/0001-75;432,227;386,7;341,662;198,8;300,246;322,899;465,692;622,733;;;;;383,87
99342;MATER DEI CL;HOSPITAL MATER DEI S.A.;16676520;16.676.520/0001-59;1.831,43;1.643,31;1.970,60;1.820,59;1.640,25;1.544,74;1.560,25;1.593,77;;;;;1.700,62
99343;LOCALIZA CL 514;LOCALIZA RENT A CAR SA;16670085;16.670.085/0001-55;397,345;348,346;435,973;419,517;413,77;404,116;413,039;449,151;;;;;410,16
99344;METSO BR CL 514;METSO OUTOTEC BRASIL INDUSTRIA E COMERCIO LTDA.;16622284;16.622.284/0001-98;518,357;496,821;575,887;513,559;518,258;495,033;521,926;507,318;;;;;518,39
99345;AGROPEU CL;AGROPEU-AGRO INDUSTRIAL DE POMPEU S/A;16617789;16.617.789/0001-64;168,152;174,939;374,979;684,796;216,994;6,439;6,964;15,67;;;;;206,12
99346;FUNFER CL;FUNFER FUNDICAO DE FERRO LIMITADA;16583312;16.583.312/0001-05;331,194;438,363;536,68;458,355;515,191;478,462;499,151;537,647;;;;;474,38
99347;OUTLET BRASILIA CL 514;CONDOMINIO CIVIL VOLUNTARIO OUTLET PREMIUM BRASILIA;16418101;16.418.101/0001-17;526,184;497,247;573,101;560,987;460,467;423,587;422,542;470,25;;;;;491,8
99352;TECELAGEM SAO JOAO;TECELAGEM SAO JOAO DE TIETE LTDA;6745682;06.745.682/0001-48;268,468;330,65;375,174;360,095;368,211;356,026;366,558;383,851;;;;;351,13
99354;HERMAGLASS;HERMAGLASS INDUSTRIA E COMERCIO DE VIDROS LTDA;5531077;05.531.077/0001-01;59,389;76,656;79,263;59,697;82,219;75,105;77,884;77,346;;;;;73,44
99364;ECOPLAST;ECOPLAST INDUSTRIA E COMERCIO DE PLASTICOS EIRELI;3833918;03.833.918/0001-00;91,53;103,642;122,949;107,043;129,916;112,396;135,542;146,733;;;;;118,72
99365;TERRACOTAGRES CL 514;TERRACOTAGRES CERAMICA LTDA;15119903;15.119.903/0001-63;61,392;414,475;542,149;556,413;68,674;97,444;593,041;666,309;;;;;374,99
99367;POLYUTIL;POLYUTIL S/A IND E COMERCIO DE MATERIAS PLASTICAS;9139890;09.139.890/0001-91;143,855;164,143;180,39;156,92;164,319;164,997;183,302;184,412;;;;;167,79
99369;C CE GRAAL ELEKTRO;POSTO E SERVICOS TIGRAO DA DUTRA LTDA;7543502;07.543.502/0001-08;853,302;801,214;865,382;740,6;663,371;621,563;666,001;639,674;;;;;731,39
99371;DORMER PRAMET;DORMER PRAMET SOLUCOES PARA USINAGEM LTDA;60875580;60.875.580/0001-92;1.210,39;1.545,70;1.735,58;1.511,91;1.743,01;1.734,39;1.651,43;1.731,51;;;;;1.607,99
99375;BIRK INDÚSTRIA;BIRK INDUSTRIA E COMERCIO LTDA;73161812;73.161.812/0001-92;126,285;127,56;138,77;117,461;108,323;102,961;131,223;120,435;;;;;121,63
99379;PIONEIRA ALIMENTOS;PIONEIRA ALIMENTOS DE MANDIOCA LTDA;7531062;07.531.062/0001-79;282,351;268,714;325,725;282,017;267,68;250,039;279,905;238,348;;;;;274,35
99381;SUPERMERCADOS CASAGRANDE I1;SUPERMERCADOS CASAGRANDE LTDA;27473669;27.473.669/0001-57;132,786;133,477;142,389;136,592;123,041;103,829;106,516;106,462;;;;;123,14
99383;JPI BA CL 514;JPI PARTICIPACOES LTDA;15100660;15.100.660/0002-00;192,477;173,778;179,352;164,38;145,728;123,675;85,282;82,571;;;;;143,41
99387;ALLIANCE CL;ALLIANCE QUIMICA INDUSTRIA E COMERCIO LTDA;14980121;14.980.121/0001-51;1.107,51;998,062;1.123,11;1.042,63;1.104,51;1.060,25;1.091,48;1.096,14;;;;;1.077,96
99388;GRAAL TIGRÃO;TIGRAO TRAVEL CENTER COMERCIO DE ALIMENTOS LTDA;72724826;72.724.826/0001-04;66,286;62,124;69,532;60,675;57,025;52,824;56,034;54,55;;;;;59,88
99394;FEACO;FEACO INDUSTRIA, COMERCIO E DISTRIBUIDORA DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS LTDA;22356415;22.356.415/0001-35;62,573;66,31;79,461;72,349;80,163;87,392;96,264;98,119;;;;;80,33
99400;MICROSOLO;MICROSOLO INDUSTRIAL LTDA;26840997;26.840.997/0001-81;188,197;162,289;186,293;180,817;235,302;207,567;235,471;220,068;;;;;202
99401;DYNATRONIX;DYNATRONIX INDUSTRIAL LTDA;1691881;01.691.881/0001-05;161,434;157,769;168,002;161,205;188,283;191,661;183,066;198,111;;;;;176,19
99402;SUPERMERCADO DUBAIRRO;SUPERMERCADO DU' BAIRRO LTDA;24465172;24.465.172/0001-07;0;0;0;121,745;123,071;114,988;85,845;12,744;;;;;57,3
99403;VISION;CONDOMINIO DO EDIFICIO EMPREENDIMENTO COMERCIAL VISION OFFICES;15392063;15.392.063/0001-08;85,108;75,353;85,63;81,009;80,692;73,919;78,148;79,247;;;;;79,89
99404;JARAGUA CLUBE;JARAGUA CLUBE CAMPESTRE;60464237;60.464.237/0001-55;77,828;69,657;75,004;70,908;68,796;62,839;70,183;69,928;;;;;70,64
99405;FORMA CERTA;FORMA CERTA GRAFICA DIGITAL LTDA;7691829;07.691.829/0001-27;205,638;203,391;234,254;211,928;207,117;194,582;203,182;214,623;;;;;209,34
99406;LOJA 216 - POUSO ALEGRE;MART MINAS DISTRIBUICAO LTDA;4737552;04.737.552/0008-04;129,192;118,622;130,354;113,672;105,144;102;104,644;109,018;;;;;114,08
99407;SEARA FILIAL ITAJAI;SEARA ALIMENTOS LTDA;2914460;02.914.460/0441-07;1.588,48;1.561,09;1.860,20;1.789,31;1.557,72;1.449,66;1.493,33;1.523,67;;;;;1.602,93
99418;JBS FRIBOI EI SE 7;JBS S/A;2916265;02.916.265/0001-60;0;0;0;0;333,158;309,617;325,345;334,784;;;;;162,86
99421;ARCONVERT-RITRAMA;ARCONVERT-RITRAMA DO BRASIL LTDA;34661762;34.661.762/0001-50;202,09;190,291;228,664;201,622;214,453;213,604;223,75;215,858;;;;;211,29
99424;TRANSIRE;TRANSIRE FABRICACAO DE COMPONENTES ELETRONICOS S.A.;21785364;21.785.364/0001-02;227,825;183,782;181,086;204,262;230,15;0;0;0;;;;;128,39
99425;CALLIDUS;CALLIDUS INDUSTRIA, COMERCIO E SERVICOS DE PLACAS E COMPONENTES DE INFORMATICA S.A;8258870;08.258.870/0001-77;517,486;514,203;561,889;514,16;566,804;533,88;533,004;443,046;;;;;523,06
99434;GRANO FOUNDRY;GRANO FOUNDRY FUNDICAO DE METAIS LTDA;37062696;37.062.696/0001-90;166,075;176,734;220,317;209,48;216,908;126,66;186,976;208,028;;;;;188,9
99435;NORTEC QUIMICA LIVRE;NORTEC QUIMICA S.A.;29950060;29.950.060/0001-57;584,307;570,352;662,697;617,806;622,645;584,433;586,9;591,815;;;;;602,62
99437;ATIGEL;ATI GEL FRUTAS CONGELADAS ATIBAIA EIRELI;57607673;57.607.673/0001-21;330,803;311,62;339,872;298,581;381,703;411,953;532,993;475,785;;;;;385,41
99438;BRIOSCHI;CERAMICA BRIOSCHI LTDA;54377585;54.377.585/0001-92;64,405;79,42;83,746;74,855;85,224;86,845;86,086;79,897;;;;;80,06
99439;MANCHESTER;MANCHESTER DISTRIBUIDORA DE FERRO E ACO LTDA;36072635;36.072.635/0001-41;110,092;94,523;116,742;117,419;129,139;129,837;129,651;139,33;;;;;120,84
99446;SHOPPING MONTSERRAT CL 514;SC2 SHOPPING MONTSERRAT S.A;14723899;14.723.899/0001-85;301,779;262,342;302,373;274,821;251,02;211,937;224,712;216,646;;;;;255,7
99447;FRIOPART CL 514;FRIOZEM ARMAZENS FRIGORIFICOS LTDA;14605065;14.605.065/0001-75;699,431;662,411;710,339;609,809;526,406;519,085;517,125;573,062;;;;;602,21
99448;STECK INDUSTRIA;STECK INDUSTRIA ELETRICA LTDA;5890658;05.890.658/0001-30;133,935;150,42;160,017;145,658;128,827;113,602;134,31;138,239;;;;;138,13
99450;LOG GAIOLLI;CONDOMINIO LOG GAIOLLI;37544377;37.544.377/0001-11;71,278;63,292;78,766;61,85;57,416;56,765;54,063;58,458;;;;;62,74
99451;TELHA FORT;TELHAFORT LTDA;7272171;07.272.171/0001-19;103,141;96,534;109,663;97,83;103,338;99,862;98,602;105,444;;;;;101,8
99455;LATICINIO GUARARAPES;LATICINIO GUARARAPES LTDA.;1405269;01.405.269/0001-10;256,9;213,166;255,753;226,416;225,153;226,649;227,834;234,003;;;;;233,23
99459;PROLOGIS ARUJA;CONDOMINIO PROLOGIS CCP DUTRA SP;20752703;20.752.703/0001-83;42,485;44,902;55,22;51,948;57,034;53,163;58,055;60,107;;;;;52,86
99460;FOUR SEASONS CL 514;HTL SP PARTICIPACOES S/A;14511613;14.511.613/0002-89;306,219;287,114;344,338;363,278;404,169;382,451;415,837;416,018;;;;;364,93
99461;SC BOTUCATU CL 514;SHOPPING PARK BOTUCATU EMPREENDIMENTOS S.A.;14245894;14.245.894/0001-94;305,896;281,313;312,098;263,588;251,09;226,617;265,122;257,062;;;;;270,35
99462;CORDEIRO CABOS CL 514;CORDEIRO CABOS ELETRICOS S.A.;14197209;14.197.209/0001-00;936,882;917,35;1.028,64;943,652;1.051,09;1.090,12;1.017,33;1.089,70;;;;;1.009,34
99463;PATIOMIX LINHARES CL 514;PATIOMIX LINHARES SHOPPING CENTER SPE LTDA.;14159728;14.159.728/0001-75;222,333;187,463;203,036;196,908;172,573;149,899;154,318;152,473;;;;;179,88
99465;GE RESEARCH CL 514;GE CENTRO BRASILEIRO DE PESQUISAS LTDA.;14039955;14.039.955/0001-67;505,346;446,661;515,373;468,651;491,958;463,143;485,073;496,31;;;;;484,06
99467;TORRES EOLICAS CL 514;TORRES EOLICAS DO NORDESTE S/A;13892216;13.892.216/0001-50;563,028;524,989;567,139;561,299;583,145;504,367;531,515;542,978;;;;;547,31
99469;ULTRACARGO EI NORDESTE;ULTRACARGO LOGISTICA S.A.;14688220;14.688.220/0016-40;484,588;402,124;496,018;448,299;439,764;403,245;393,794;376,929;;;;;430,6
99472;FUNDIMAX;FUNDIMAX INDUSTRIA E COMERCIO DE FERRO LTDA;15344283;15.344.283/0001-66;48,696;101,654;132,062;98,146;108,736;127,921;111,936;124,449;;;;;106,7
99474;NIT FIACAO CL 514;NIT FIACAO E COMERCIO LTDA;13828498;13.828.498/0001-27;1.079,87;1.128,66;1.232,50;1.067,61;1.054,80;1.089,98;1.252,77;1.254,24;;;;;1.145,05
99475;PATIO CHAPECO CL;CONDOMINIO SHOPPING PATIO CHAPECO;13791890;13.791.890/0001-49;549,276;496,642;498,65;405,111;364,928;321,034;380,375;368,272;;;;;423,04
99476;HBSA ETC;HIDROVIAS DO BRASIL - VILA DO CONDE S.A.;13574672;13.574.672/0004-03;476,916;654,237;673,309;688,243;693,816;796,811;855,319;817,268;;;;;706,99
99477;ARENADUNAS CL 514;ARENA DAS DUNAS CONCESSAO E EVENTOS S/A;13475478;13.475.478/0001-10;265,896;272,971;304,458;303,087;291,734;272,107;298,782;303,204;;;;;289,03
99478;TRANSAMERICA BA CL 514;TRANSAMERICA DE HOTEIS NORDESTE LTDA;13432810;13.432.810/0001-69;907,702;816,751;773,496;722,971;705,357;614,578;638,984;654,333;;;;;729,27
99479;PETRA CL 514;PETRA AGREGADOS RJ LTDA;13410313;13.410.313/0001-60;187,87;196,647;219,572;186,562;190,497;202,192;213,123;226,612;;;;;202,88
99481;PEIXOTO GONCALVES CL 514;PEIXOTO GONCALVES S/A INDUSTRIA E COMERCIO EM RECUPERACAO JUDICIAL;13342076;13.342.076/0001-47;1.331,53;1.142,40;1.402,16;1.258,75;1.302,77;1.269,32;1.326,82;1.435,81;;;;;1.308,69
99482;BOMPRECO NE CL 514;BOMPRECO SUPERMERCADOS DO NORDESTE LTDA;13004510;13.004.510/0001-89;1.435,24;1.328,17;1.455,62;1.377,16;1.377,78;1.270,65;1.295,69;1.284,08;;;;;1.353,05
99483;CICP CL 514;COMPANHIA INDUSTRIAL DE CELULOSE E PAPEL;13004304;13.004.304/0002-50;588,797;514,96;628,193;668,19;615,401;613,533;526,548;635,731;;;;;598,92
99484;MAURICEA LIVRE -ABT;MAURICEA ALIMENTOS DO NORDESTE LTDA;12819074;12.819.074/0001-33;3.239,74;3.013,93;3.308,64;2.886,42;3.133,00;2.974,94;2.987,67;3.124,09;;;;;3.083,55
99485;LIMAGRAIN BRASIL S/A CL 514;LIMAGRAIN BRASIL S.A.;12770927;12.770.927/0002-70;542,291;237,969;183,381;150,677;530,055;740,437;852,374;411,96;;;;;456,14
99486;BCT CL 514;CONDOMINIO DO BOULEVARD SHOPING BH;12770422;12.770.422/0002-06;254,543;235,501;281,681;273,693;244,666;244,55;257,005;256,635;;;;;256,03
99488;IDM EMBALAGENS;IDM INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS LTDA.;66634775;66.634.775/0001-27;192,589;186,25;262,349;197,787;250,311;188,115;218,716;281,524;;;;;222,21
